,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,months_as_customer,policy_deductable,policy_annual_premium,umbrella_limit,capital_gains,capital_loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim
254,5.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,20,1000,1711.72,0,0,0,21,3,2,2,5750,11500,46000
255,1.0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,461,500,865.33,7000000,0,0,7,3,0,1,9840,9840,39360
256,2.5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,208,500,1153.49,0,0,0,16,3,1,0,10100,5050,35350
257,5.0,1,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,279,2000,1281.25,0,0,0,13,1,0,1,6410,12820,38460
258,1.0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,244,500,1342.8,0,0,0,2,1,1,3,660,660,4620
259,2.5,0,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,134,2000,1443.32,0,0,0,19,3,0,2,5310,5310,37170
260,2.5,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,122,1000,1629.94,0,0,-47100,17,1,0,1,350,350,3150
261,1.0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,156,2000,1134.08,0,0,0,3,1,2,0,5900,5900,47200
262,2.5,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,232,500,1483.91,8000000,0,-33600,17,3,0,1,7060,14120,49420
263,5.0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,244,2000,1304.67,7000000,0,-45000,5,3,1,1,5590,11180,44720
264,5.0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,84,2000,1035.79,0,44400,-51500,9,1,1,0,5240,10480,41920
265,2.5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,394,500,1401.2,0,51500,0,9,1,1,0,1060,1060,4770
266,2.5,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,246,1000,1665.45,0,34400,-33100,9,3,2,2,11840,5920,35520
267,5.0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,35,2000,653.66,0,52100,-46900,22,3,0,0,15660,7830,54810
268,1.0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,156,500,1080.13,0,0,-61000,15,3,0,3,4610,4610,32270
269,1.0,0,5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,195,2000,1346.18,0,57800,-53300,14,3,2,3,12540,6270,50160
270,2.5,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,369,2000,1589.54,0,55400,0,6,3,2,0,17060,8530,59710
271,1.0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,271,1000,1251.65,0,71200,0,6,1,0,0,560,280,2240
272,1.0,1,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,332,2000,1083.01,0,91900,0,22,4,2,0,11040,11040,49680
273,1.0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,107,500,974.59,0,62800,0,14,3,1,0,11940,11940,35820
274,5.0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,217,2000,1399.85,0,49900,-19800,16,3,0,2,10820,10820,43280
275,5.0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,243,500,1307.74,0,0,-75700,10,3,0,1,4170,4170,29190
276,2.5,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296,2000,1219.27,0,53100,-63400,9,3,1,2,7120,7120,49840
277,1.0,1,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,264,500,1411.3,0,55600,0,4,1,1,0,10980,5490,43920
278,1.0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,108,2000,694.45,0,0,0,6,3,0,1,5850,11700,46800
279,1.0,0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,32,500,1006.77,6000000,0,0,15,3,2,1,14180,7090,49630
280,2.5,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,259,1000,1422.36,0,0,-83900,12,3,1,3,7760,7760,31040
281,1.0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,186,1000,1348.32,0,37600,-37600,3,1,2,1,860,860,3010
282,2.5,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,201,2000,1315.56,0,0,0,14,1,0,0,1240,1240,4340
283,2.5,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,436,2000,1407.01,5000000,47400,-27600,10,1,0,2,11980,5990,41930
284,2.5,0,6,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,189,2000,1388.58,0,0,-49400,17,3,1,3,13260,13260,53040
285,5.0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,105,500,1310.76,0,0,-40900,8,1,0,1,12780,6390,51120
286,1.0,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,163,1000,1004.63,6000000,26900,0,14,3,2,0,5810,11620,46480
287,1.0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,219,500,1134.91,0,68700,0,6,1,1,0,640,640,5120
288,2.5,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,88,1000,1194.0,0,0,0,6,1,1,2,7420,7420,51940
289,5.0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,40,1000,1248.25,4000000,0,-33300,8,1,0,2,1460,1460,5840
290,1.0,1,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,284,500,1338.54,-1000000,0,0,13,1,0,1,8560,17120,68480
291,2.5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,2000,782.23,0,64200,-32300,0,3,0,2,5730,11460,34380
292,2.5,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,39,2000,1366.9,0,0,-15700,14,3,1,0,10540,10540,31620
293,5.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,147,1000,1275.81,0,0,-48300,13,1,2,2,15540,15540,69930
294,2.5,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,156,500,1090.65,0,0,-51800,16,4,1,2,5340,5340,42720
295,2.5,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,123,500,1326.0,0,0,-54600,13,1,1,2,12020,12020,48080
296,2.5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,231,2000,972.47,0,0,-58100,15,3,2,2,7710,15420,53970
297,1.0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,247,500,806.31,0,0,0,3,1,2,3,600,0,2700
298,5.0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,194,500,1416.24,0,0,0,7,1,1,0,1080,540,4320
299,2.5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,119,2000,1097.64,0,27100,0,16,2,1,0,7080,21240,35400
300,1.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,259,500,947.75,0,0,-39300,15,1,1,3,1280,640,5760
301,1.0,1,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,107,2000,1018.73,5000000,20000,-82700,21,3,1,2,14420,21630,57680
302,1.0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,48,2000,1400.74,0,34000,-55600,23,3,0,2,17460,17460,52380
303,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,267,500,1155.53,5000000,0,-35200,5,1,0,2,1260,630,3780
304,2.5,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,286,500,1386.93,0,54100,-77600,15,3,0,0,13160,6580,46060
305,1.0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,175,500,915.29,0,82400,-57100,14,1,2,1,4080,4080,28560
306,2.5,0,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,111,500,1239.55,2000000,0,0,1,1,1,1,4800,9600,38400
307,2.5,0,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,151,500,1366.42,0,44000,0,14,3,1,2,5910,5910,47280
308,5.0,1,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,156,1000,1086.48,6000000,0,-53800,17,3,1,1,14080,7040,56320
309,2.5,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,165,2000,1247.87,0,0,-39700,20,3,2,2,4570,4570,36560
310,1.0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,253,2000,1312.75,0,81300,0,10,3,2,2,7340,14680,58720
311,1.0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2000,765.64,0,0,-22200,3,3,0,3,2850,5700,22800
312,1.0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,158,2000,1327.41,0,0,-38600,0,1,0,0,3500,7000,24500
313,5.0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,436,1000,1338.55,0,39000,0,10,3,2,2,13600,6800,47600
314,2.5,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,91,2000,1316.63,8000000,43900,0,13,3,2,0,13000,13000,58500
315,5.0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,256,1000,1286.44,0,0,-39500,14,1,2,1,7550,15100,52850
316,5.0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,274,1000,1372.18,0,0,0,22,3,1,3,15100,15100,60400
317,5.0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,275,2000,1447.77,0,39400,-63900,8,3,1,1,5360,10720,48240
318,2.5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,500,903.32,0,0,0,1,3,1,0,6340,3170,22190
319,5.0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,85,1000,1454.42,0,51600,-73900,19,1,0,1,12380,12380,49520
320,1.0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,233,2000,1603.42,0,61600,-30200,17,1,0,2,13420,6710,60390
321,2.5,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,142,2000,1616.58,0,58500,-46800,13,3,0,3,6360,12720,44520
322,2.5,1,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,266,500,1611.83,0,0,0,4,1,1,2,3280,3280,26240
323,5.0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,350,500,889.13,0,0,0,14,3,0,2,9820,4910,29460
324,2.5,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,97,1000,1252.08,0,0,0,4,2,2,2,10080,5040,35280
325,5.0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,399,2000,995.56,0,0,-65400,23,3,1,1,17680,8840,61880
326,1.0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,305,2000,1347.92,0,0,-42100,21,3,0,2,12100,6050,48400
327,1.0,1,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,276,1000,1724.09,0,0,0,23,3,0,0,5980,11960,47840
328,2.5,1,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,257,500,1379.93,0,0,0,6,3,0,2,9420,4710,37680
329,2.5,1,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,78,1000,1554.64,4000000,0,-27900,21,1,1,0,5060,10120,40480
330,5.0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,129,1000,1377.94,0,0,0,23,1,2,3,9920,4960,29760
331,5.0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,2000,1313.33,0,53500,-73600,3,3,1,3,7060,14120,56480
332,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,85,500,1259.02,0,67000,-53600,8,1,2,2,940,940,3760
333,5.0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,101,1000,1371.88,0,0,0,4,1,2,2,580,580,2030
334,1.0,1,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,96,500,1399.27,6000000,38900,-48700,22,1,0,0,0,6680,46760
335,5.0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,121,1000,1061.98,6000000,0,0,16,1,0,1,7250,7250,50750
336,2.5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,176,500,1365.46,4000000,0,-56600,14,3,2,1,4920,4920,34440
337,5.0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,159,1000,894.4,0,0,-53700,13,1,2,0,7810,7810,54670
338,2.5,0,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,120,500,956.69,0,39600,-64300,20,1,1,1,8710,8710,69680
339,5.0,1,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,212,2000,1123.89,0,35400,-49200,0,3,1,3,4580,4580,41220
340,1.0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,290,500,1085.03,0,0,-61000,23,3,2,2,12960,6480,45360
341,1.0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,299,2000,1437.33,0,25000,0,13,1,1,3,12800,12800,44800
342,2.5,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,66,1000,988.29,0,0,0,8,1,2,2,0,10520,47340
343,5.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,334,500,1238.89,0,0,0,3,1,0,3,960,960,4320
344,1.0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,216,1000,1384.64,5000000,0,0,16,1,2,3,16650,11100,38850
345,1.0,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,86,2000,1595.07,0,75800,0,19,1,0,2,11820,11820,47280
346,2.5,1,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,429,1000,1127.89,6000000,67400,-43800,0,1,2,0,6580,6580,26320
347,5.0,0,7,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,257,2000,929.7,6000000,46400,-74300,12,1,2,2,10540,5270,47430
348,1.0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,15,1000,1829.63,0,56700,0,21,3,1,0,12300,6150,49200
349,1.0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,230,1000,904.7,7000000,68600,-22300,0,1,1,3,14840,14840,44520
350,5.0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,250,1000,1243.84,0,47900,-73400,22,1,1,3,12980,12980,38940
351,5.0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,270,2000,1030.95,0,47200,0,20,3,1,0,7180,3590,25130
352,1.0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,65,500,1285.03,3000000,0,-41500,0,1,1,3,5220,10440,36540
353,1.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,475,500,1216.56,0,67400,-83200,20,1,0,2,6500,13000,58500
354,5.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,2000,966.26,0,56400,-32800,1,3,0,0,6720,6720,53760
355,1.0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,256,500,1203.17,0,56700,-65600,11,1,0,0,11500,5750,46000
356,2.5,0,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,229,2000,1212.12,0,65600,0,14,3,1,1,11460,5730,51570
357,2.5,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,110,1000,1573.93,0,30400,0,20,3,0,2,10840,10840,43360
358,1.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,177,1000,1609.67,0,0,-13200,22,1,1,3,20700,13800,48300
359,5.0,1,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,292,500,1097.57,0,0,0,12,1,1,0,6170,6170,49360
360,2.5,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451,2000,1618.65,2000000,0,-42600,3,3,2,1,15620,7810,54670
361,1.0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,61,500,922.67,0,47400,0,15,3,2,1,9360,9360,46800
362,1.0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,150,1000,1342.02,0,0,0,8,1,0,2,450,450,3600
363,1.0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,283,500,1195.01,0,60700,-54300,13,3,0,2,0,6100,36600
364,5.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,291,1000,994.74,0,0,-55300,8,1,2,2,620,620,4340
365,1.0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,162,1000,1050.24,0,30700,0,7,1,0,0,360,720,2520
366,2.5,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,154,2000,1313.51,7000000,68500,0,9,1,2,0,280,280,2240
367,5.0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,289,2000,1102.29,0,73000,-37900,15,1,1,0,6000,6000,42000
368,2.5,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,10,1000,1185.78,0,0,-60700,5,1,0,2,4450,8900,35600
369,5.0,1,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,309,500,1527.95,0,69400,0,15,4,0,1,15560,15560,46680
370,1.0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,396,1000,1366.39,0,0,-22400,22,3,2,1,11680,5840,35040
371,5.0,0,7,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,273,1000,1403.9,0,0,0,16,2,1,2,4010,8020,32080
372,5.0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,129,2000,927.23,0,51500,0,7,1,1,3,13520,6760,54080
373,2.5,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,140,2000,1554.86,6000000,59000,0,2,1,1,2,680,680,4760
374,5.0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,419,2000,736.07,6000000,45700,0,17,4,0,0,5190,10380,46710
375,2.5,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,315,1000,974.16,6000000,0,-56800,12,3,1,0,4860,4860,17010
376,5.0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,72,500,973.8,0,0,-85900,9,1,1,0,6620,6620,52960
377,1.0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,32,2000,1260.32,6000000,0,-79800,16,1,1,2,9100,4550,31850
378,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,230,1000,1464.03,0,0,0,19,3,2,0,4420,4420,44200
379,1.0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,157,2000,617.11,0,0,-54100,14,3,1,2,10160,5080,35560
380,2.5,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,265,2000,1724.46,6000000,81800,0,18,3,1,3,4420,4420,35360
381,5.0,0,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47,500,1161.31,0,64800,-24300,23,1,1,3,11440,5720,45760
382,2.5,1,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,113,2000,1091.73,0,36100,-42300,15,3,0,2,5550,5550,38850
